#	Valor	ID	Clase	IDAtomo	Atomo
1909	90	0	8:INT_LIT	51	n	529
1910	;	59	7:SPECIAL	48	;	529
1911	;	59	7:SPECIAL	48	;	529
1912	REPEAT	14	0:KEYWORD	14	@	530
1913	id[9]	9	1:ID	20	a	530
1914	:=	0	11:ASSIGN	54	=	530
1915	id[10]	10	1:ID	20	a	530
1916	+	43	5:A_OPER	33	+	530
1917	1	0	8:INT_LIT	51	n	530
1918	UNTIL	17	0:KEYWORD	17	k	530
1919	id[9]	9	1:ID	20	a	530
1920	>	4	6:R_OPER	41	>	530
1921	9	0	8:INT_LIT	51	n	530
1922	;	59	7:SPECIAL	48	;	530
1923	REPEAT	14	0:KEYWORD	14	@	531
1924	id[9]	9	1:ID	20	a	531
1925	:=	0	11:ASSIGN	54	=	531
1926	id[10]	10	1:ID	20	a	531
1927	+	43	5:A_OPER	33	+	531
1928	1	0	8:INT_LIT	51	n	531
1929	UNTIL	17	0:KEYWORD	17	k	531
1930	id[9]	9	1:ID	20	a	531
1931	>	4	6:R_OPER	41	>	531
1932	9	0	8:INT_LIT	51	n	531
1933	;	59	7:SPECIAL	48	;	531
1934	FOR	8	0:KEYWORD	8	p	532
1935	id[5]	5	1:ID	20	a	532
1936	:=	0	11:ASSIGN	54	=	532
1937	57005	0	8:INT_LIT	51	n	532
1938	DOWNTO	5	0:KEYWORD	5	d	532
1939	id[11]	11	1:ID	20	a	532
1940	DO	4	0:KEYWORD	4	z	532
1941	BEGIN	2	0:KEYWORD	2	e	533
1942	writeln	5	4:PROCED	32	m	534
1943	(	40	7:SPECIAL	43	(	534
1944	str[1]	1	10:STRING	53	"	534
1945	)	41	7:SPECIAL	44	)	534
1946	END	7	0:KEYWORD	7	f	535
1947	;	59	7:SPECIAL	48	;	535
1948	id[2]	2	1:ID	20	a	536
1949	:=	0	11:ASSIGN	54	=	536
1950	5	0	8:INT_LIT	51	n	536
1951	;	59	7:SPECIAL	48	;	536
1952	id[3]	3	1:ID	20	a	537
1953	:=	0	11:ASSIGN	54	=	537
1954	id[2]	2	1:ID	20	a	537
1955	+	43	5:A_OPER	33	+	537
1956	3	0	8:INT_LIT	51	n	537
1957	;	59	7:SPECIAL	48	;	537
1958	IF	9	0:KEYWORD	9	s	538
1959	id[2]	2	1:ID	20	a	538
1960	>=	5	6:R_OPER	42	$	538
1961	18	0	8:INT_LIT	51	n	538
1962	THEN	15	0:KEYWORD	15	h	538
1963	BEGIN	2	0:KEYWORD	2	e	539
1964	id[3]	3	1:ID	20	a	540
1965	:=	0	11:ASSIGN	54	=	540
1966	40	0	8:INT_LIT	51	n	540
1967	END	7	0:KEYWORD	7	f	541
1968	;	59	7:SPECIAL	48	;	541
1969	;	59	7:SPECIAL	48	;	541
1970	writeln	5	4:PROCED	32	m	542
1971	(	40	7:SPECIAL	43	(	542
1972	str[0]	0	10:STRING	53	"	542
1973	)	41	7:SPECIAL	44	)	542
1974	4	0	8:INT_LIT	51	n	542
1975	;	59	7:SPECIAL	48	;	542
1976	IF	9	0:KEYWORD	9	s	543
1977	id[2]	2	1:ID	20	a	543
1978	=	2	6:R_OPER	39	¿	543
1979	60	0	8:INT_LIT	51	n	543
1980	THEN	15	0:KEYWORD	15	h	543
1981	id[5]	5	1:ID	20	a	544
1982	:=	0	11:ASSIGN	54	=	544
1983	0	0	8:INT_LIT	51	n	544
1984	;	59	7:SPECIAL	48	;	544
1985	;	59	7:SPECIAL	48	;	544
1986	FOR	8	0:KEYWORD	8	p	545
1987	id[5]	5	1:ID	20	a	545
1988	:=	0	11:ASSIGN	54	=	545
1989	57005	0	8:INT_LIT	51	n	545
1990	DOWNTO	5	0:KEYWORD	5	d	545
1991	id[6]	6	1:ID	20	a	545
1992	+	43	5:A_OPER	33	+	545
1993	8	0	8:INT_LIT	51	n	545
1994	DO	4	0:KEYWORD	4	z	545
1995	BEGIN	2	0:KEYWORD	2	e	546
1996	writeln	5	4:PROCED	32	m	547
1997	(	40	7:SPECIAL	43	(	547
1998	str[1]	1	10:STRING	53	"	547
1999	)	41	7:SPECIAL	44	)	547
2000	END	7	0:KEYWORD	7	f	548
2001	;	59	7:SPECIAL	48	;	548
2002	IF	9	0:KEYWORD	9	s	549
2003	id[2]	2	1:ID	20	a	549
2004	=	2	6:R_OPER	39	¿	549
2005	id[3]	3	1:ID	20	a	549
2006	THEN	15	0:KEYWORD	15	h	549
2007	id[5]	5	1:ID	20	a	550
2008	:=	0	11:ASSIGN	54	=	550
2009	90	0	8:INT_LIT	51	n	550
2010	;	59	7:SPECIAL	48	;	550
2011	;	59	7:SPECIAL	48	;	550
2012	IF	9	0:KEYWORD	9	s	551
2013	id[7]	7	1:ID	20	a	551
2014	=	2	6:R_OPER	39	¿	551
2015	id[8]	8	1:ID	20	a	551
2016	THEN	15	0:KEYWORD	15	h	551
2017	id[5]	5	1:ID	20	a	552
2018	:=	0	11:ASSIGN	54	=	552
2019	90	0	8:INT_LIT	51	n	552
2020	;	59	7:SPECIAL	48	;	552
2021	;	59	7:SPECIAL	48	;	552
2022	REPEAT	14	0:KEYWORD	14	@	553
2023	id[9]	9	1:ID	20	a	553
2024	:=	0	11:ASSIGN	54	=	553
2025	id[10]	10	1:ID	20	a	553
2026	+	43	5:A_OPER	33	+	553
2027	1	0	8:INT_LIT	51	n	553
2028	UNTIL	17	0:KEYWORD	17	k	553
2029	id[9]	9	1:ID	20	a	553
2030	>	4	6:R_OPER	41	>	553
2031	9	0	8:INT_LIT	51	n	553
2032	;	59	7:SPECIAL	48	;	553
2033	REPEAT	14	0:KEYWORD	14	@	554
2034	id[9]	9	1:ID	20	a	554
2035	:=	0	11:ASSIGN	54	=	554
2036	id[10]	10	1:ID	20	a	554
2037	+	43	5:A_OPER	33	+	554
2038	1	0	8:INT_LIT	51	n	554
2039	UNTIL	17	0:KEYWORD	17	k	554
2040	id[9]	9	1:ID	20	a	554
2041	>	4	6:R_OPER	41	>	554
2042	9	0	8:INT_LIT	51	n	554
2043	;	59	7:SPECIAL	48	;	554
2044	FOR	8	0:KEYWORD	8	p	555
2045	id[5]	5	1:ID	20	a	555
2046	:=	0	11:ASSIGN	54	=	555
2047	57005	0	8:INT_LIT	51	n	555
2048	DOWNTO	5	0:KEYWORD	5	d	555
2049	id[11]	11	1:ID	20	a	555
2050	DO	4	0:KEYWORD	4	z	555
2051	BEGIN	2	0:KEYWORD	2	e	556
2052	writeln	5	4:PROCED	32	m	557
2053	(	40	7:SPECIAL	43	(	557
2054	str[1]	1	10:STRING	53	"	557
2055	)	41	7:SPECIAL	44	)	557
2056	END	7	0:KEYWORD	7	f	558
2057	;	59	7:SPECIAL	48	;	558
2058	id[2]	2	1:ID	20	a	559
2059	:=	0	11:ASSIGN	54	=	559
2060	5	0	8:INT_LIT	51	n	559
2061	;	59	7:SPECIAL	48	;	559
2062	id[3]	3	1:ID	20	a	560
2063	:=	0	11:ASSIGN	54	=	560
2064	id[2]	2	1:ID	20	a	560
2065	+	43	5:A_OPER	33	+	560
2066	3	0	8:INT_LIT	51	n	560
2067	;	59	7:SPECIAL	48	;	560
2068	IF	9	0:KEYWORD	9	s	561
2069	id[2]	2	1:ID	20	a	561
2070	>=	5	6:R_OPER	42	$	561
2071	18	0	8:INT_LIT	51	n	561
2072	THEN	15	0:KEYWORD	15	h	561
2073	BEGIN	2	0:KEYWORD	2	e	562
2074	id[3]	3	1:ID	20	a	563
2075	:=	0	11:ASSIGN	54	=	563
2076	40	0	8:INT_LIT	51	n	563
2077	END	7	0:KEYWORD	7	f	564
2078	;	59	7:SPECIAL	48	;	564
2079	;	59	7:SPECIAL	48	;	564
2080	writeln	5	4:PROCED	32	m	565
2081	(	40	7:SPECIAL	43	(	565
2082	str[0]	0	10:STRING	53	"	565
2083	)	41	7:SPECIAL	44	)	565
2084	4	0	8:INT_LIT	51	n	565
2085	;	59	7:SPECIAL	48	;	565
2086	IF	9	0:KEYWORD	9	s	566
2087	id[2]	2	1:ID	20	a	566
2088	=	2	6:R_OPER	39	¿	566
2089	60	0	8:INT_LIT	51	n	566
2090	THEN	15	0:KEYWORD	15	h	566
2091	id[5]	5	1:ID	20	a	567
2092	:=	0	11:ASSIGN	54	=	567
2093	0	0	8:INT_LIT	51	n	567
2094	;	59	7:SPECIAL	48	;	567
2095	;	59	7:SPECIAL	48	;	567
2096	FOR	8	0:KEYWORD	8	p	568
2097	id[5]	5	1:ID	20	a	568
2098	:=	0	11:ASSIGN	54	=	568
2099	57005	0	8:INT_LIT	51	n	568
2100	DOWNTO	5	0:KEYWORD	5	d	568
2101	id[6]	6	1:ID	20	a	568
2102	+	43	5:A_OPER	33	+	568
2103	8	0	8:INT_LIT	51	n	568
2104	DO	4	0:KEYWORD	4	z	568
2105	BEGIN	2	0:KEYWORD	2	e	569
2106	writeln	5	4:PROCED	32	m	570
2107	(	40	7:SPECIAL	43	(	570
2108	str[1]	1	10:STRING	53	"	570
2109	)	41	7:SPECIAL	44	)	570
2110	END	7	0:KEYWORD	7	f	571
2111	;	59	7:SPECIAL	48	;	571
2112	IF	9	0:KEYWORD	9	s	572
2113	id[2]	2	1:ID	20	a	572
2114	=	2	6:R_OPER	39	¿	572
2115	id[3]	3	1:ID	20	a	572
2116	THEN	15	0:KEYWORD	15	h	572
2117	id[5]	5	1:ID	20	a	573
2118	:=	0	11:ASSIGN	54	=	573
2119	90	0	8:INT_LIT	51	n	573
2120	;	59	7:SPECIAL	48	;	573
2121	;	59	7:SPECIAL	48	;	573
2122	IF	9	0:KEYWORD	9	s	574
2123	id[7]	7	1:ID	20	a	574
2124	=	2	6:R_OPER	39	¿	574
2125	id[8]	8	1:ID	20	a	574
2126	THEN	15	0:KEYWORD	15	h	574
2127	id[5]	5	1:ID	20	a	575
2128	:=	0	11:ASSIGN	54	=	575
2129	90	0	8:INT_LIT	51	n	575
2130	;	59	7:SPECIAL	48	;	575
2131	;	59	7:SPECIAL	48	;	575
2132	REPEAT	14	0:KEYWORD	14	@	576
2133	id[9]	9	1:ID	20	a	576
2134	:=	0	11:ASSIGN	54	=	576
2135	id[10]	10	1:ID	20	a	576
2136	+	43	5:A_OPER	33	+	576
2137	1	0	8:INT_LIT	51	n	576
2138	UNTIL	17	0:KEYWORD	17	k	576
2139	id[9]	9	1:ID	20	a	576
2140	>	4	6:R_OPER	41	>	576
2141	9	0	8:INT_LIT	51	n	576
2142	;	59	7:SPECIAL	48	;	576
2143	REPEAT	14	0:KEYWORD	14	@	577
2144	id[9]	9	1:ID	20	a	577
2145	:=	0	11:ASSIGN	54	=	577
2146	id[10]	10	1:ID	20	a	577
2147	+	43	5:A_OPER	33	+	577
2148	1	0	8:INT_LIT	51	n	577
2149	UNTIL	17	0:KEYWORD	17	k	577
2150	id[9]	9	1:ID	20	a	577
2151	>	4	6:R_OPER	41	>	577
2152	9	0	8:INT_LIT	51	n	577
2153	;	59	7:SPECIAL	48	;	577
2154	FOR	8	0:KEYWORD	8	p	578
2155	id[5]	5	1:ID	20	a	578
2156	:=	0	11:ASSIGN	54	=	578
2157	57005	0	8:INT_LIT	51	n	578
2158	DOWNTO	5	0:KEYWORD	5	d	578
2159	id[11]	11	1:ID	20	a	578
2160	DO	4	0:KEYWORD	4	z	578
2161	BEGIN	2	0:KEYWORD	2	e	579
2162	writeln	5	4:PROCED	32	m	580
2163	(	40	7:SPECIAL	43	(	580
2164	str[1]	1	10:STRING	53	"	580
2165	)	41	7:SPECIAL	44	)	580
2166	END	7	0:KEYWORD	7	f	581
2167	;	59	7:SPECIAL	48	;	581
2168	id[2]	2	1:ID	20	a	582
2169	:=	0	11:ASSIGN	54	=	582
2170	5	0	8:INT_LIT	51	n	582
2171	;	59	7:SPECIAL	48	;	582
2172	id[3]	3	1:ID	20	a	583
2173	:=	0	11:ASSIGN	54	=	583
2174	id[2]	2	1:ID	20	a	583
2175	+	43	5:A_OPER	33	+	583
2176	3	0	8:INT_LIT	51	n	583
2177	;	59	7:SPECIAL	48	;	583
2178	IF	9	0:KEYWORD	9	s	584
2179	id[2]	2	1:ID	20	a	584
2180	>=	5	6:R_OPER	42	$	584
2181	18	0	8:INT_LIT	51	n	584
2182	THEN	15	0:KEYWORD	15	h	584

#	Valor	ID	Clase	IDAtomo	Atomo
0	BEGIN	2	0:KEYWORD	2	e	585
1	id[3]	3	1:ID	20	a	586
2	:=	0	11:ASSIGN	54	=	586
3	40	0	8:INT_LIT	51	n	586
4	END	7	0:KEYWORD	7	f	587
5	;	59	7:SPECIAL	48	;	587
6	;	59	7:SPECIAL	48	;	587
7	writeln	5	4:PROCED	32	m	588
8	(	40	7:SPECIAL	43	(	588
9	str[0]	0	10:STRING	53	"	588
10	)	41	7:SPECIAL	44	)	588
11	4	0	8:INT_LIT	51	n	588
12	;	59	7:SPECIAL	48	;	588
13	IF	9	0:KEYWORD	9	s	589
14	id[2]	2	1:ID	20	a	589
15	=	2	6:R_OPER	39	¿	589
16	60	0	8:INT_LIT	51	n	589
17	THEN	15	0:KEYWORD	15	h	589
18	id[5]	5	1:ID	20	a	590
19	:=	0	11:ASSIGN	54	=	590
20	0	0	8:INT_LIT	51	n	590
21	;	59	7:SPECIAL	48	;	590
22	;	59	7:SPECIAL	48	;	590
23	FOR	8	0:KEYWORD	8	p	591
24	id[5]	5	1:ID	20	a	591
25	:=	0	11:ASSIGN	54	=	591
26	57005	0	8:INT_LIT	51	n	591
27	DOWNTO	5	0:KEYWORD	5	d	591
28	id[6]	6	1:ID	20	a	591
29	+	43	5:A_OPER	33	+	591
30	8	0	8:INT_LIT	51	n	591
31	DO	4	0:KEYWORD	4	z	591
32	BEGIN	2	0:KEYWORD	2	e	592
33	writeln	5	4:PROCED	32	m	593
34	(	40	7:SPECIAL	43	(	593
35	str[1]	1	10:STRING	53	"	593
36	)	41	7:SPECIAL	44	)	593
37	END	7	0:KEYWORD	7	f	594
38	;	59	7:SPECIAL	48	;	594
39	IF	9	0:KEYWORD	9	s	595
40	id[2]	2	1:ID	20	a	595
41	=	2	6:R_OPER	39	¿	595
42	id[3]	3	1:ID	20	a	595
43	THEN	15	0:KEYWORD	15	h	595
44	id[5]	5	1:ID	20	a	596
45	:=	0	11:ASSIGN	54	=	596
46	90	0	8:INT_LIT	51	n	596
47	;	59	7:SPECIAL	48	;	596
48	;	59	7:SPECIAL	48	;	596
49	IF	9	0:KEYWORD	9	s	597
50	id[7]	7	1:ID	20	a	597
51	=	2	6:R_OPER	39	¿	597
52	id[8]	8	1:ID	20	a	597
53	THEN	15	0:KEYWORD	15	h	597
54	id[5]	5	1:ID	20	a	598
55	:=	0	11:ASSIGN	54	=	598
56	90	0	8:INT_LIT	51	n	598
57	;	59	7:SPECIAL	48	;	598
58	;	59	7:SPECIAL	48	;	598
59	REPEAT	14	0:KEYWORD	14	@	599
60	id[9]	9	1:ID	20	a	599
61	:=	0	11:ASSIGN	54	=	599
62	id[10]	10	1:ID	20	a	599
63	+	43	5:A_OPER	33	+	599
64	1	0	8:INT_LIT	51	n	599
65	UNTIL	17	0:KEYWORD	17	k	599
66	id[9]	9	1:ID	20	a	599
67	>	4	6:R_OPER	41	>	599
68	9	0	8:INT_LIT	51	n	599
69	;	59	7:SPECIAL	48	;	599
70	REPEAT	14	0:KEYWORD	14	@	600
71	id[9]	9	1:ID	20	a	600
72	:=	0	11:ASSIGN	54	=	600
73	id[10]	10	1:ID	20	a	600
74	+	43	5:A_OPER	33	+	600
75	1	0	8:INT_LIT	51	n	600
76	UNTIL	17	0:KEYWORD	17	k	600
77	id[9]	9	1:ID	20	a	600
78	>	4	6:R_OPER	41	>	600
79	9	0	8:INT_LIT	51	n	600
80	;	59	7:SPECIAL	48	;	600
81	FOR	8	0:KEYWORD	8	p	601
82	id[5]	5	1:ID	20	a	601
83	:=	0	11:ASSIGN	54	=	601
84	57005	0	8:INT_LIT	51	n	601
85	DOWNTO	5	0:KEYWORD	5	d	601
86	id[11]	11	1:ID	20	a	601
87	DO	4	0:KEYWORD	4	z	601
88	BEGIN	2	0:KEYWORD	2	e	602
89	writeln	5	4:PROCED	32	m	603
90	(	40	7:SPECIAL	43	(	603
91	str[1]	1	10:STRING	53	"	603
92	)	41	7:SPECIAL	44	)	603
93	END	7	0:KEYWORD	7	f	604
94	;	59	7:SPECIAL	48	;	604
95	id[2]	2	1:ID	20	a	605
96	:=	0	11:ASSIGN	54	=	605
97	5	0	8:INT_LIT	51	n	605
98	;	59	7:SPECIAL	48	;	605
99	id[3]	3	1:ID	20	a	606
100	:=	0	11:ASSIGN	54	=	606
101	id[2]	2	1:ID	20	a	606
102	+	43	5:A_OPER	33	+	606
103	3	0	8:INT_LIT	51	n	606
104	;	59	7:SPECIAL	48	;	606
105	IF	9	0:KEYWORD	9	s	607
106	id[2]	2	1:ID	20	a	607
107	>=	5	6:R_OPER	42	$	607
108	18	0	8:INT_LIT	51	n	607
109	THEN	15	0:KEYWORD	15	h	607
110	BEGIN	2	0:KEYWORD	2	e	608
111	id[3]	3	1:ID	20	a	609
112	:=	0	11:ASSIGN	54	=	609
113	40	0	8:INT_LIT	51	n	609
114	END	7	0:KEYWORD	7	f	610
115	;	59	7:SPECIAL	48	;	610
116	;	59	7:SPECIAL	48	;	610
117	writeln	5	4:PROCED	32	m	611
118	(	40	7:SPECIAL	43	(	611
119	str[0]	0	10:STRING	53	"	611
120	)	41	7:SPECIAL	44	)	611
121	4	0	8:INT_LIT	51	n	611
122	;	59	7:SPECIAL	48	;	611
123	IF	9	0:KEYWORD	9	s	612
124	id[2]	2	1:ID	20	a	612
125	=	2	6:R_OPER	39	¿	612
126	60	0	8:INT_LIT	51	n	612
127	THEN	15	0:KEYWORD	15	h	612
128	id[5]	5	1:ID	20	a	613
129	:=	0	11:ASSIGN	54	=	613
130	0	0	8:INT_LIT	51	n	613
131	;	59	7:SPECIAL	48	;	613
132	;	59	7:SPECIAL	48	;	613
133	FOR	8	0:KEYWORD	8	p	614
134	id[5]	5	1:ID	20	a	614
135	:=	0	11:ASSIGN	54	=	614
136	57005	0	8:INT_LIT	51	n	614
137	DOWNTO	5	0:KEYWORD	5	d	614
138	id[6]	6	1:ID	20	a	614
139	+	43	5:A_OPER	33	+	614
140	8	0	8:INT_LIT	51	n	614
141	DO	4	0:KEYWORD	4	z	614
142	BEGIN	2	0:KEYWORD	2	e	615
143	writeln	5	4:PROCED	32	m	616
144	(	40	7:SPECIAL	43	(	616
145	str[1]	1	10:STRING	53	"	616
146	)	41	7:SPECIAL	44	)	616
147	END	7	0:KEYWORD	7	f	617
148	;	59	7:SPECIAL	48	;	617
149	IF	9	0:KEYWORD	9	s	618
150	id[2]	2	1:ID	20	a	618
151	=	2	6:R_OPER	39	¿	618
152	id[3]	3	1:ID	20	a	618
153	THEN	15	0:KEYWORD	15	h	618
154	id[5]	5	1:ID	20	a	619
155	:=	0	11:ASSIGN	54	=	619
156	90	0	8:INT_LIT	51	n	619
157	;	59	7:SPECIAL	48	;	619
158	;	59	7:SPECIAL	48	;	619
159	IF	9	0:KEYWORD	9	s	620
160	id[7]	7	1:ID	20	a	620
161	=	2	6:R_OPER	39	¿	620
162	id[8]	8	1:ID	20	a	620
163	THEN	15	0:KEYWORD	15	h	620
164	id[5]	5	1:ID	20	a	621
165	:=	0	11:ASSIGN	54	=	621
166	90	0	8:INT_LIT	51	n	621
167	;	59	7:SPECIAL	48	;	621
168	;	59	7:SPECIAL	48	;	621
169	REPEAT	14	0:KEYWORD	14	@	622
170	id[9]	9	1:ID	20	a	622
171	:=	0	11:ASSIGN	54	=	622
172	id[10]	10	1:ID	20	a	622
173	+	43	5:A_OPER	33	+	622
174	1	0	8:INT_LIT	51	n	622
175	UNTIL	17	0:KEYWORD	17	k	622
176	id[9]	9	1:ID	20	a	622
177	>	4	6:R_OPER	41	>	622
178	9	0	8:INT_LIT	51	n	622
179	;	59	7:SPECIAL	48	;	622
180	REPEAT	14	0:KEYWORD	14	@	623
181	id[9]	9	1:ID	20	a	623
182	:=	0	11:ASSIGN	54	=	623
183	id[10]	10	1:ID	20	a	623
184	+	43	5:A_OPER	33	+	623
185	1	0	8:INT_LIT	51	n	623
186	UNTIL	17	0:KEYWORD	17	k	623
187	id[9]	9	1:ID	20	a	623
188	>	4	6:R_OPER	41	>	623
189	9	0	8:INT_LIT	51	n	623
190	;	59	7:SPECIAL	48	;	623
191	FOR	8	0:KEYWORD	8	p	624
192	id[5]	5	1:ID	20	a	624
193	:=	0	11:ASSIGN	54	=	624
194	57005	0	8:INT_LIT	51	n	624
195	DOWNTO	5	0:KEYWORD	5	d	624
196	id[11]	11	1:ID	20	a	624
197	DO	4	0:KEYWORD	4	z	624
198	BEGIN	2	0:KEYWORD	2	e	625
199	writeln	5	4:PROCED	32	m	626
200	(	40	7:SPECIAL	43	(	626
201	str[1]	1	10:STRING	53	"	626
202	)	41	7:SPECIAL	44	)	626
203	END	7	0:KEYWORD	7	f	627
204	;	59	7:SPECIAL	48	;	627
205	FOR	8	0:KEYWORD	8	p	629
206	id[5]	5	1:ID	20	a	629
207	:=	0	11:ASSIGN	54	=	629
208	90	0	8:INT_LIT	51	n	629
209	DOWNTO	5	0:KEYWORD	5	d	629
210	0	0	8:INT_LIT	51	n	629
211	DO	4	0:KEYWORD	4	z	629
212	writeln	5	4:PROCED	32	m	630
213	(	40	7:SPECIAL	43	(	630
214	str[1]	1	10:STRING	53	"	630
215	)	41	7:SPECIAL	44	)	630
216	END	7	0:KEYWORD	7	f	631
217	.	46	7:SPECIAL	50	.	631
218	«EOF»	0	12:EOF	55	⊢	632

CADENAS
#	Valor
1	''
0	'salida  '

IDENTIFICADORES
#	Valor
6	ident
1	input
8	ib
0	identif
3	b
5	x
9	K
4	gg
2	a
7	g
11	i
10	k

