#	Valor	ID	Clase	IDAtomo	Atomo
672	+	43	5:A_OPER	33	+	269
673	8	0	8:INT_LIT	51	n	269
674	DO	4	0:KEYWORD	4	z	269
675	BEGIN	2	0:KEYWORD	2	e	270
676	writeln	5	4:PROCED	32	m	271
677	(	40	7:SPECIAL	43	(	271
678	str[1]	1	10:STRING	53	"	271
679	)	41	7:SPECIAL	44	)	271
680	END	7	0:KEYWORD	7	f	272
681	;	59	7:SPECIAL	48	;	272
682	IF	9	0:KEYWORD	9	s	273
683	id[2]	2	1:ID	20	a	273
684	=	2	6:R_OPER	39	¿	273
685	id[3]	3	1:ID	20	a	273
686	THEN	15	0:KEYWORD	15	h	273
687	id[5]	5	1:ID	20	a	274
688	:=	0	11:ASSIGN	54	=	274
689	90	0	8:INT_LIT	51	n	274
690	;	59	7:SPECIAL	48	;	274
691	;	59	7:SPECIAL	48	;	274
692	IF	9	0:KEYWORD	9	s	275
693	id[7]	7	1:ID	20	a	275
694	=	2	6:R_OPER	39	¿	275
695	id[8]	8	1:ID	20	a	275
696	THEN	15	0:KEYWORD	15	h	275
697	id[5]	5	1:ID	20	a	276
698	:=	0	11:ASSIGN	54	=	276
699	90	0	8:INT_LIT	51	n	276
700	;	59	7:SPECIAL	48	;	276
701	;	59	7:SPECIAL	48	;	276
702	REPEAT	14	0:KEYWORD	14	@	277
703	id[9]	9	1:ID	20	a	277
704	:=	0	11:ASSIGN	54	=	277
705	id[10]	10	1:ID	20	a	277
706	+	43	5:A_OPER	33	+	277
707	1	0	8:INT_LIT	51	n	277
708	UNTIL	17	0:KEYWORD	17	k	277
709	id[9]	9	1:ID	20	a	277
710	>	4	6:R_OPER	41	>	277
711	9	0	8:INT_LIT	51	n	277
712	;	59	7:SPECIAL	48	;	277
713	REPEAT	14	0:KEYWORD	14	@	278
714	id[9]	9	1:ID	20	a	278
715	:=	0	11:ASSIGN	54	=	278
716	id[10]	10	1:ID	20	a	278
717	+	43	5:A_OPER	33	+	278
718	1	0	8:INT_LIT	51	n	278
719	UNTIL	17	0:KEYWORD	17	k	278
720	id[9]	9	1:ID	20	a	278
721	>	4	6:R_OPER	41	>	278
722	9	0	8:INT_LIT	51	n	278
723	;	59	7:SPECIAL	48	;	278
724	FOR	8	0:KEYWORD	8	p	279
725	id[5]	5	1:ID	20	a	279
726	:=	0	11:ASSIGN	54	=	279
727	57005	0	8:INT_LIT	51	n	279
728	DOWNTO	5	0:KEYWORD	5	d	279
729	id[11]	11	1:ID	20	a	279
730	DO	4	0:KEYWORD	4	z	279
731	BEGIN	2	0:KEYWORD	2	e	280
732	writeln	5	4:PROCED	32	m	281
733	(	40	7:SPECIAL	43	(	281
734	str[1]	1	10:STRING	53	"	281
735	)	41	7:SPECIAL	44	)	281
736	END	7	0:KEYWORD	7	f	282
737	;	59	7:SPECIAL	48	;	282
738	id[2]	2	1:ID	20	a	283
739	:=	0	11:ASSIGN	54	=	283
740	5	0	8:INT_LIT	51	n	283
741	;	59	7:SPECIAL	48	;	283
742	id[3]	3	1:ID	20	a	284
743	:=	0	11:ASSIGN	54	=	284
744	id[2]	2	1:ID	20	a	284
745	+	43	5:A_OPER	33	+	284
746	3	0	8:INT_LIT	51	n	284
747	;	59	7:SPECIAL	48	;	284
748	IF	9	0:KEYWORD	9	s	285
749	id[2]	2	1:ID	20	a	285
750	>=	5	6:R_OPER	42	$	285
751	18	0	8:INT_LIT	51	n	285
752	THEN	15	0:KEYWORD	15	h	285
753	BEGIN	2	0:KEYWORD	2	e	286
754	id[3]	3	1:ID	20	a	287
755	:=	0	11:ASSIGN	54	=	287
756	40	0	8:INT_LIT	51	n	287
757	END	7	0:KEYWORD	7	f	288
758	;	59	7:SPECIAL	48	;	288
759	;	59	7:SPECIAL	48	;	288
760	writeln	5	4:PROCED	32	m	289
761	(	40	7:SPECIAL	43	(	289
762	str[0]	0	10:STRING	53	"	289
763	)	41	7:SPECIAL	44	)	289
764	4	0	8:INT_LIT	51	n	289
765	;	59	7:SPECIAL	48	;	289
766	IF	9	0:KEYWORD	9	s	290
767	id[2]	2	1:ID	20	a	290
768	=	2	6:R_OPER	39	¿	290
769	60	0	8:INT_LIT	51	n	290
770	THEN	15	0:KEYWORD	15	h	290
771	id[5]	5	1:ID	20	a	291
772	:=	0	11:ASSIGN	54	=	291
773	0	0	8:INT_LIT	51	n	291
774	;	59	7:SPECIAL	48	;	291
775	;	59	7:SPECIAL	48	;	291
776	FOR	8	0:KEYWORD	8	p	292
777	id[5]	5	1:ID	20	a	292
778	:=	0	11:ASSIGN	54	=	292
779	57005	0	8:INT_LIT	51	n	292
780	DOWNTO	5	0:KEYWORD	5	d	292
781	id[6]	6	1:ID	20	a	292
782	+	43	5:A_OPER	33	+	292
783	8	0	8:INT_LIT	51	n	292
784	DO	4	0:KEYWORD	4	z	292
785	BEGIN	2	0:KEYWORD	2	e	293
786	writeln	5	4:PROCED	32	m	294
787	(	40	7:SPECIAL	43	(	294
788	str[1]	1	10:STRING	53	"	294
789	)	41	7:SPECIAL	44	)	294
790	END	7	0:KEYWORD	7	f	295
791	;	59	7:SPECIAL	48	;	295
792	IF	9	0:KEYWORD	9	s	296
793	id[2]	2	1:ID	20	a	296
794	=	2	6:R_OPER	39	¿	296
795	id[3]	3	1:ID	20	a	296
796	THEN	15	0:KEYWORD	15	h	296
797	id[5]	5	1:ID	20	a	297
798	:=	0	11:ASSIGN	54	=	297
799	90	0	8:INT_LIT	51	n	297
800	;	59	7:SPECIAL	48	;	297
801	;	59	7:SPECIAL	48	;	297
802	IF	9	0:KEYWORD	9	s	298
803	id[7]	7	1:ID	20	a	298
804	=	2	6:R_OPER	39	¿	298
805	id[8]	8	1:ID	20	a	298
806	THEN	15	0:KEYWORD	15	h	298
807	id[5]	5	1:ID	20	a	299
808	:=	0	11:ASSIGN	54	=	299
809	90	0	8:INT_LIT	51	n	299
810	;	59	7:SPECIAL	48	;	299
811	;	59	7:SPECIAL	48	;	299
812	REPEAT	14	0:KEYWORD	14	@	300
813	id[9]	9	1:ID	20	a	300
814	:=	0	11:ASSIGN	54	=	300
815	id[10]	10	1:ID	20	a	300
816	+	43	5:A_OPER	33	+	300
817	1	0	8:INT_LIT	51	n	300
818	UNTIL	17	0:KEYWORD	17	k	300
819	id[9]	9	1:ID	20	a	300
820	>	4	6:R_OPER	41	>	300
821	9	0	8:INT_LIT	51	n	300
822	;	59	7:SPECIAL	48	;	300
823	REPEAT	14	0:KEYWORD	14	@	301
824	id[9]	9	1:ID	20	a	301
825	:=	0	11:ASSIGN	54	=	301
826	id[10]	10	1:ID	20	a	301
827	+	43	5:A_OPER	33	+	301
828	1	0	8:INT_LIT	51	n	301
829	UNTIL	17	0:KEYWORD	17	k	301
830	id[9]	9	1:ID	20	a	301
831	>	4	6:R_OPER	41	>	301
832	9	0	8:INT_LIT	51	n	301
833	;	59	7:SPECIAL	48	;	301
834	FOR	8	0:KEYWORD	8	p	302
835	id[5]	5	1:ID	20	a	302
836	:=	0	11:ASSIGN	54	=	302
837	57005	0	8:INT_LIT	51	n	302
838	DOWNTO	5	0:KEYWORD	5	d	302
839	id[11]	11	1:ID	20	a	302
840	DO	4	0:KEYWORD	4	z	302
841	BEGIN	2	0:KEYWORD	2	e	303
842	writeln	5	4:PROCED	32	m	304
843	(	40	7:SPECIAL	43	(	304
844	str[1]	1	10:STRING	53	"	304
845	)	41	7:SPECIAL	44	)	304
846	END	7	0:KEYWORD	7	f	305
847	;	59	7:SPECIAL	48	;	305
848	id[2]	2	1:ID	20	a	306
849	:=	0	11:ASSIGN	54	=	306
850	5	0	8:INT_LIT	51	n	306
851	;	59	7:SPECIAL	48	;	306
852	id[3]	3	1:ID	20	a	307
853	:=	0	11:ASSIGN	54	=	307
854	id[2]	2	1:ID	20	a	307
855	+	43	5:A_OPER	33	+	307
856	3	0	8:INT_LIT	51	n	307
857	;	59	7:SPECIAL	48	;	307
858	IF	9	0:KEYWORD	9	s	308
859	id[2]	2	1:ID	20	a	308
860	>=	5	6:R_OPER	42	$	308
861	18	0	8:INT_LIT	51	n	308
862	THEN	15	0:KEYWORD	15	h	308
863	BEGIN	2	0:KEYWORD	2	e	309
864	id[3]	3	1:ID	20	a	310
865	:=	0	11:ASSIGN	54	=	310
866	40	0	8:INT_LIT	51	n	310
867	END	7	0:KEYWORD	7	f	311
868	;	59	7:SPECIAL	48	;	311
869	;	59	7:SPECIAL	48	;	311
870	writeln	5	4:PROCED	32	m	312
871	(	40	7:SPECIAL	43	(	312
872	str[0]	0	10:STRING	53	"	312
873	)	41	7:SPECIAL	44	)	312
874	4	0	8:INT_LIT	51	n	312
875	;	59	7:SPECIAL	48	;	312
876	IF	9	0:KEYWORD	9	s	313
877	id[2]	2	1:ID	20	a	313
878	=	2	6:R_OPER	39	¿	313
879	60	0	8:INT_LIT	51	n	313
880	THEN	15	0:KEYWORD	15	h	313
881	id[5]	5	1:ID	20	a	314
882	:=	0	11:ASSIGN	54	=	314
883	0	0	8:INT_LIT	51	n	314
884	;	59	7:SPECIAL	48	;	314
885	;	59	7:SPECIAL	48	;	314
886	FOR	8	0:KEYWORD	8	p	315
887	id[5]	5	1:ID	20	a	315
888	:=	0	11:ASSIGN	54	=	315
889	57005	0	8:INT_LIT	51	n	315
890	DOWNTO	5	0:KEYWORD	5	d	315
891	id[6]	6	1:ID	20	a	315
892	+	43	5:A_OPER	33	+	315
893	8	0	8:INT_LIT	51	n	315
894	DO	4	0:KEYWORD	4	z	315
895	BEGIN	2	0:KEYWORD	2	e	316
896	writeln	5	4:PROCED	32	m	317
897	(	40	7:SPECIAL	43	(	317
898	str[1]	1	10:STRING	53	"	317
899	)	41	7:SPECIAL	44	)	317
900	END	7	0:KEYWORD	7	f	318
901	;	59	7:SPECIAL	48	;	318
902	IF	9	0:KEYWORD	9	s	319
903	id[2]	2	1:ID	20	a	319
904	=	2	6:R_OPER	39	¿	319
905	id[3]	3	1:ID	20	a	319
906	THEN	15	0:KEYWORD	15	h	319
907	id[5]	5	1:ID	20	a	320
908	:=	0	11:ASSIGN	54	=	320
909	90	0	8:INT_LIT	51	n	320
910	;	59	7:SPECIAL	48	;	320
911	;	59	7:SPECIAL	48	;	320
912	IF	9	0:KEYWORD	9	s	321
913	id[7]	7	1:ID	20	a	321
914	=	2	6:R_OPER	39	¿	321
915	id[8]	8	1:ID	20	a	321
916	THEN	15	0:KEYWORD	15	h	321
917	id[5]	5	1:ID	20	a	322
918	:=	0	11:ASSIGN	54	=	322
919	90	0	8:INT_LIT	51	n	322
920	;	59	7:SPECIAL	48	;	322
921	;	59	7:SPECIAL	48	;	322
922	REPEAT	14	0:KEYWORD	14	@	323
923	id[9]	9	1:ID	20	a	323
924	:=	0	11:ASSIGN	54	=	323
925	id[10]	10	1:ID	20	a	323
926	+	43	5:A_OPER	33	+	323
927	1	0	8:INT_LIT	51	n	323
928	UNTIL	17	0:KEYWORD	17	k	323
929	id[9]	9	1:ID	20	a	323
930	>	4	6:R_OPER	41	>	323
931	9	0	8:INT_LIT	51	n	323
932	;	59	7:SPECIAL	48	;	323
933	REPEAT	14	0:KEYWORD	14	@	324
934	id[9]	9	1:ID	20	a	324
935	:=	0	11:ASSIGN	54	=	324
936	id[10]	10	1:ID	20	a	324
937	+	43	5:A_OPER	33	+	324
938	1	0	8:INT_LIT	51	n	324
939	UNTIL	17	0:KEYWORD	17	k	324
940	id[9]	9	1:ID	20	a	324
941	>	4	6:R_OPER	41	>	324
942	9	0	8:INT_LIT	51	n	324
943	;	59	7:SPECIAL	48	;	324
944	FOR	8	0:KEYWORD	8	p	325
945	id[5]	5	1:ID	20	a	325
946	:=	0	11:ASSIGN	54	=	325
947	57005	0	8:INT_LIT	51	n	325
948	DOWNTO	5	0:KEYWORD	5	d	325
949	id[11]	11	1:ID	20	a	325
950	DO	4	0:KEYWORD	4	z	325
951	BEGIN	2	0:KEYWORD	2	e	326
952	writeln	5	4:PROCED	32	m	327
953	(	40	7:SPECIAL	43	(	327
954	str[1]	1	10:STRING	53	"	327
955	)	41	7:SPECIAL	44	)	327
956	END	7	0:KEYWORD	7	f	328
957	;	59	7:SPECIAL	48	;	328
958	id[2]	2	1:ID	20	a	329
959	:=	0	11:ASSIGN	54	=	329
960	5	0	8:INT_LIT	51	n	329
961	;	59	7:SPECIAL	48	;	329
962	id[3]	3	1:ID	20	a	330
963	:=	0	11:ASSIGN	54	=	330
964	id[2]	2	1:ID	20	a	330
965	+	43	5:A_OPER	33	+	330
966	3	0	8:INT_LIT	51	n	330
967	;	59	7:SPECIAL	48	;	330
968	IF	9	0:KEYWORD	9	s	331
969	id[2]	2	1:ID	20	a	331
970	>=	5	6:R_OPER	42	$	331
971	18	0	8:INT_LIT	51	n	331
972	THEN	15	0:KEYWORD	15	h	331
973	BEGIN	2	0:KEYWORD	2	e	332
974	id[3]	3	1:ID	20	a	333
975	:=	0	11:ASSIGN	54	=	333
976	40	0	8:INT_LIT	51	n	333
977	END	7	0:KEYWORD	7	f	334
978	;	59	7:SPECIAL	48	;	334
979	;	59	7:SPECIAL	48	;	334
980	writeln	5	4:PROCED	32	m	335
981	(	40	7:SPECIAL	43	(	335
982	str[0]	0	10:STRING	53	"	335
983	)	41	7:SPECIAL	44	)	335
984	4	0	8:INT_LIT	51	n	335
985	;	59	7:SPECIAL	48	;	335
986	IF	9	0:KEYWORD	9	s	336
987	id[2]	2	1:ID	20	a	336
988	=	2	6:R_OPER	39	¿	336
989	60	0	8:INT_LIT	51	n	336
990	THEN	15	0:KEYWORD	15	h	336
991	id[5]	5	1:ID	20	a	337
992	:=	0	11:ASSIGN	54	=	337
993	0	0	8:INT_LIT	51	n	337
994	;	59	7:SPECIAL	48	;	337
995	;	59	7:SPECIAL	48	;	337
996	FOR	8	0:KEYWORD	8	p	338
997	id[5]	5	1:ID	20	a	338
998	:=	0	11:ASSIGN	54	=	338
999	57005	0	8:INT_LIT	51	n	338
1000	DOWNTO	5	0:KEYWORD	5	d	338
1001	id[6]	6	1:ID	20	a	338
1002	+	43	5:A_OPER	33	+	338
1003	8	0	8:INT_LIT	51	n	338
1004	DO	4	0:KEYWORD	4	z	338
1005	BEGIN	2	0:KEYWORD	2	e	339
1006	writeln	5	4:PROCED	32	m	340
1007	(	40	7:SPECIAL	43	(	340
1008	str[1]	1	10:STRING	53	"	340
1009	)	41	7:SPECIAL	44	)	340
1010	END	7	0:KEYWORD	7	f	341
1011	;	59	7:SPECIAL	48	;	341
1012	IF	9	0:KEYWORD	9	s	342
1013	id[2]	2	1:ID	20	a	342
1014	=	2	6:R_OPER	39	¿	342
1015	id[3]	3	1:ID	20	a	342
1016	THEN	15	0:KEYWORD	15	h	342
1017	id[5]	5	1:ID	20	a	343
1018	:=	0	11:ASSIGN	54	=	343
1019	90	0	8:INT_LIT	51	n	343
1020	;	59	7:SPECIAL	48	;	343
1021	;	59	7:SPECIAL	48	;	343
1022	IF	9	0:KEYWORD	9	s	344
1023	id[7]	7	1:ID	20	a	344
1024	=	2	6:R_OPER	39	¿	344
1025	id[8]	8	1:ID	20	a	344
1026	THEN	15	0:KEYWORD	15	h	344
1027	id[5]	5	1:ID	20	a	345
1028	:=	0	11:ASSIGN	54	=	345
1029	90	0	8:INT_LIT	51	n	345
1030	;	59	7:SPECIAL	48	;	345
1031	;	59	7:SPECIAL	48	;	345
1032	REPEAT	14	0:KEYWORD	14	@	346
1033	id[9]	9	1:ID	20	a	346
1034	:=	0	11:ASSIGN	54	=	346
1035	id[10]	10	1:ID	20	a	346
1036	+	43	5:A_OPER	33	+	346
1037	1	0	8:INT_LIT	51	n	346
1038	UNTIL	17	0:KEYWORD	17	k	346
1039	id[9]	9	1:ID	20	a	346
1040	>	4	6:R_OPER	41	>	346
1041	9	0	8:INT_LIT	51	n	346
1042	;	59	7:SPECIAL	48	;	346
1043	REPEAT	14	0:KEYWORD	14	@	347
1044	id[9]	9	1:ID	20	a	347
1045	:=	0	11:ASSIGN	54	=	347
1046	id[10]	10	1:ID	20	a	347
1047	+	43	5:A_OPER	33	+	347
1048	1	0	8:INT_LIT	51	n	347
1049	UNTIL	17	0:KEYWORD	17	k	347
1050	id[9]	9	1:ID	20	a	347
1051	>	4	6:R_OPER	41	>	347
1052	9	0	8:INT_LIT	51	n	347
1053	;	59	7:SPECIAL	48	;	347
1054	FOR	8	0:KEYWORD	8	p	348
1055	id[5]	5	1:ID	20	a	348
1056	:=	0	11:ASSIGN	54	=	348
1057	57005	0	8:INT_LIT	51	n	348
1058	DOWNTO	5	0:KEYWORD	5	d	348
1059	id[11]	11	1:ID	20	a	348
1060	DO	4	0:KEYWORD	4	z	348
1061	BEGIN	2	0:KEYWORD	2	e	349
1062	writeln	5	4:PROCED	32	m	350
1063	(	40	7:SPECIAL	43	(	350
1064	str[1]	1	10:STRING	53	"	350
1065	)	41	7:SPECIAL	44	)	350
1066	END	7	0:KEYWORD	7	f	351
1067	;	59	7:SPECIAL	48	;	351
1068	id[2]	2	1:ID	20	a	352
1069	:=	0	11:ASSIGN	54	=	352
1070	5	0	8:INT_LIT	51	n	352
1071	;	59	7:SPECIAL	48	;	352
1072	id[3]	3	1:ID	20	a	353
1073	:=	0	11:ASSIGN	54	=	353
1074	id[2]	2	1:ID	20	a	353
1075	+	43	5:A_OPER	33	+	353
1076	3	0	8:INT_LIT	51	n	353
1077	;	59	7:SPECIAL	48	;	353
1078	IF	9	0:KEYWORD	9	s	354
1079	id[2]	2	1:ID	20	a	354
1080	>=	5	6:R_OPER	42	$	354
1081	18	0	8:INT_LIT	51	n	354
1082	THEN	15	0:KEYWORD	15	h	354
1083	BEGIN	2	0:KEYWORD	2	e	355
1084	id[3]	3	1:ID	20	a	356
1085	:=	0	11:ASSIGN	54	=	356
1086	40	0	8:INT_LIT	51	n	356
1087	END	7	0:KEYWORD	7	f	357
1088	;	59	7:SPECIAL	48	;	357
1089	;	59	7:SPECIAL	48	;	357
1090	writeln	5	4:PROCED	32	m	358
1091	(	40	7:SPECIAL	43	(	358
1092	str[0]	0	10:STRING	53	"	358
1093	)	41	7:SPECIAL	44	)	358
1094	4	0	8:INT_LIT	51	n	358
1095	;	59	7:SPECIAL	48	;	358
1096	IF	9	0:KEYWORD	9	s	359
1097	id[2]	2	1:ID	20	a	359
1098	=	2	6:R_OPER	39	¿	359
1099	60	0	8:INT_LIT	51	n	359
1100	THEN	15	0:KEYWORD	15	h	359
1101	id[5]	5	1:ID	20	a	360
1102	:=	0	11:ASSIGN	54	=	360
1103	0	0	8:INT_LIT	51	n	360
1104	;	59	7:SPECIAL	48	;	360
1105	;	59	7:SPECIAL	48	;	360
1106	FOR	8	0:KEYWORD	8	p	361
1107	id[5]	5	1:ID	20	a	361
1108	:=	0	11:ASSIGN	54	=	361
1109	57005	0	8:INT_LIT	51	n	361
1110	DOWNTO	5	0:KEYWORD	5	d	361
1111	id[6]	6	1:ID	20	a	361
1112	+	43	5:A_OPER	33	+	361
1113	8	0	8:INT_LIT	51	n	361
1114	DO	4	0:KEYWORD	4	z	361
1115	BEGIN	2	0:KEYWORD	2	e	362
1116	writeln	5	4:PROCED	32	m	363
1117	(	40	7:SPECIAL	43	(	363
1118	str[1]	1	10:STRING	53	"	363
1119	)	41	7:SPECIAL	44	)	363
1120	END	7	0:KEYWORD	7	f	364
1121	;	59	7:SPECIAL	48	;	364
1122	IF	9	0:KEYWORD	9	s	365
1123	id[2]	2	1:ID	20	a	365
1124	=	2	6:R_OPER	39	¿	365
1125	id[3]	3	1:ID	20	a	365
1126	THEN	15	0:KEYWORD	15	h	365
1127	id[5]	5	1:ID	20	a	366
1128	:=	0	11:ASSIGN	54	=	366
1129	90	0	8:INT_LIT	51	n	366
1130	;	59	7:SPECIAL	48	;	366
1131	;	59	7:SPECIAL	48	;	366
1132	IF	9	0:KEYWORD	9	s	367
1133	id[7]	7	1:ID	20	a	367
1134	=	2	6:R_OPER	39	¿	367
1135	id[8]	8	1:ID	20	a	367
1136	THEN	15	0:KEYWORD	15	h	367
1137	id[5]	5	1:ID	20	a	368
1138	:=	0	11:ASSIGN	54	=	368
1139	90	0	8:INT_LIT	51	n	368
1140	;	59	7:SPECIAL	48	;	368
1141	;	59	7:SPECIAL	48	;	368
1142	REPEAT	14	0:KEYWORD	14	@	369
1143	id[9]	9	1:ID	20	a	369
1144	:=	0	11:ASSIGN	54	=	369
1145	id[10]	10	1:ID	20	a	369
1146	+	43	5:A_OPER	33	+	369
1147	1	0	8:INT_LIT	51	n	369
1148	UNTIL	17	0:KEYWORD	17	k	369
1149	id[9]	9	1:ID	20	a	369
1150	>	4	6:R_OPER	41	>	369
1151	9	0	8:INT_LIT	51	n	369
1152	;	59	7:SPECIAL	48	;	369
1153	REPEAT	14	0:KEYWORD	14	@	370
1154	id[9]	9	1:ID	20	a	370
1155	:=	0	11:ASSIGN	54	=	370
1156	id[10]	10	1:ID	20	a	370
1157	+	43	5:A_OPER	33	+	370
1158	1	0	8:INT_LIT	51	n	370
1159	UNTIL	17	0:KEYWORD	17	k	370
1160	id[9]	9	1:ID	20	a	370
1161	>	4	6:R_OPER	41	>	370
1162	9	0	8:INT_LIT	51	n	370
1163	;	59	7:SPECIAL	48	;	370
1164	FOR	8	0:KEYWORD	8	p	371
1165	id[5]	5	1:ID	20	a	371
1166	:=	0	11:ASSIGN	54	=	371
1167	57005	0	8:INT_LIT	51	n	371
1168	DOWNTO	5	0:KEYWORD	5	d	371
1169	id[11]	11	1:ID	20	a	371
1170	DO	4	0:KEYWORD	4	z	371
1171	BEGIN	2	0:KEYWORD	2	e	372
1172	writeln	5	4:PROCED	32	m	373
1173	(	40	7:SPECIAL	43	(	373
1174	str[1]	1	10:STRING	53	"	373
1175	)	41	7:SPECIAL	44	)	373
1176	END	7	0:KEYWORD	7	f	374
1177	;	59	7:SPECIAL	48	;	374
1178	id[2]	2	1:ID	20	a	375
1179	:=	0	11:ASSIGN	54	=	375
1180	5	0	8:INT_LIT	51	n	375
1181	;	59	7:SPECIAL	48	;	375
1182	id[3]	3	1:ID	20	a	376
1183	:=	0	11:ASSIGN	54	=	376
1184	id[2]	2	1:ID	20	a	376
1185	+	43	5:A_OPER	33	+	376
1186	3	0	8:INT_LIT	51	n	376
1187	;	59	7:SPECIAL	48	;	376
1188	IF	9	0:KEYWORD	9	s	377
1189	id[2]	2	1:ID	20	a	377
1190	>=	5	6:R_OPER	42	$	377
1191	18	0	8:INT_LIT	51	n	377
1192	THEN	15	0:KEYWORD	15	h	377
1193	BEGIN	2	0:KEYWORD	2	e	378
1194	id[3]	3	1:ID	20	a	379
1195	:=	0	11:ASSIGN	54	=	379
1196	40	0	8:INT_LIT	51	n	379
1197	END	7	0:KEYWORD	7	f	380
1198	;	59	7:SPECIAL	48	;	380
1199	;	59	7:SPECIAL	48	;	380
1200	writeln	5	4:PROCED	32	m	381
1201	(	40	7:SPECIAL	43	(	381
1202	str[0]	0	10:STRING	53	"	381
1203	)	41	7:SPECIAL	44	)	381
1204	4	0	8:INT_LIT	51	n	381
1205	;	59	7:SPECIAL	48	;	381
1206	IF	9	0:KEYWORD	9	s	382
1207	id[2]	2	1:ID	20	a	382
1208	=	2	6:R_OPER	39	¿	382
1209	60	0	8:INT_LIT	51	n	382
1210	THEN	15	0:KEYWORD	15	h	382
1211	id[5]	5	1:ID	20	a	383
1212	:=	0	11:ASSIGN	54	=	383
1213	0	0	8:INT_LIT	51	n	383
1214	;	59	7:SPECIAL	48	;	383
1215	;	59	7:SPECIAL	48	;	383
1216	FOR	8	0:KEYWORD	8	p	384
1217	id[5]	5	1:ID	20	a	384
1218	:=	0	11:ASSIGN	54	=	384
1219	57005	0	8:INT_LIT	51	n	384
1220	DOWNTO	5	0:KEYWORD	5	d	384
1221	id[6]	6	1:ID	20	a	384
1222	+	43	5:A_OPER	33	+	384
1223	8	0	8:INT_LIT	51	n	384
1224	DO	4	0:KEYWORD	4	z	384
1225	BEGIN	2	0:KEYWORD	2	e	385
1226	writeln	5	4:PROCED	32	m	386
1227	(	40	7:SPECIAL	43	(	386
1228	str[1]	1	10:STRING	53	"	386
1229	)	41	7:SPECIAL	44	)	386
1230	END	7	0:KEYWORD	7	f	387
1231	;	59	7:SPECIAL	48	;	387
1232	IF	9	0:KEYWORD	9	s	388
1233	id[2]	2	1:ID	20	a	388
1234	=	2	6:R_OPER	39	¿	388
1235	id[3]	3	1:ID	20	a	388
1236	THEN	15	0:KEYWORD	15	h	388
1237	id[5]	5	1:ID	20	a	389
1238	:=	0	11:ASSIGN	54	=	389
1239	90	0	8:INT_LIT	51	n	389
1240	;	59	7:SPECIAL	48	;	389
1241	;	59	7:SPECIAL	48	;	389
1242	IF	9	0:KEYWORD	9	s	390
1243	id[7]	7	1:ID	20	a	390
1244	=	2	6:R_OPER	39	¿	390
1245	id[8]	8	1:ID	20	a	390
1246	THEN	15	0:KEYWORD	15	h	390
1247	id[5]	5	1:ID	20	a	391
1248	:=	0	11:ASSIGN	54	=	391
1249	90	0	8:INT_LIT	51	n	391
1250	;	59	7:SPECIAL	48	;	391
1251	;	59	7:SPECIAL	48	;	391
1252	REPEAT	14	0:KEYWORD	14	@	392
1253	id[9]	9	1:ID	20	a	392
1254	:=	0	11:ASSIGN	54	=	392
1255	id[10]	10	1:ID	20	a	392
1256	+	43	5:A_OPER	33	+	392
1257	1	0	8:INT_LIT	51	n	392
1258	UNTIL	17	0:KEYWORD	17	k	392
1259	id[9]	9	1:ID	20	a	392
1260	>	4	6:R_OPER	41	>	392
1261	9	0	8:INT_LIT	51	n	392
1262	;	59	7:SPECIAL	48	;	392
1263	REPEAT	14	0:KEYWORD	14	@	393
1264	id[9]	9	1:ID	20	a	393
1265	:=	0	11:ASSIGN	54	=	393
1266	id[10]	10	1:ID	20	a	393
1267	+	43	5:A_OPER	33	+	393
1268	1	0	8:INT_LIT	51	n	393
1269	UNTIL	17	0:KEYWORD	17	k	393
1270	id[9]	9	1:ID	20	a	393
1271	>	4	6:R_OPER	41	>	393
1272	9	0	8:INT_LIT	51	n	393
1273	;	59	7:SPECIAL	48	;	393
1274	FOR	8	0:KEYWORD	8	p	394
1275	id[5]	5	1:ID	20	a	394
1276	:=	0	11:ASSIGN	54	=	394
1277	57005	0	8:INT_LIT	51	n	394
1278	DOWNTO	5	0:KEYWORD	5	d	394
1279	id[11]	11	1:ID	20	a	394
1280	DO	4	0:KEYWORD	4	z	394
1281	BEGIN	2	0:KEYWORD	2	e	395
1282	writeln	5	4:PROCED	32	m	396
1283	(	40	7:SPECIAL	43	(	396
